index,veracity,title
29,true,COVID-19 Has Taken Away the Village: How New Parents Can Cope
30,true,How COVID-19 Is Making Daily Life Challenging for Those with Autism
31,true,How Alcohol Can Affect Your Immune System
32,true,What It’s Like to Be a Nurse Working on the Front Lines of COVID-19
33,true,What We Know About the Long-Term Effects of COVID-19
34,true,Can the U.S. Safely ‘Reopen’ on May 1? Here’s What the Health Experts Think
35,true,People Hospitalized with COVID-19 Now Facing the Risk of Kidney Damage
36,true,Anesthesiologists Are Vital in the COVID-19 Fight: The Toll It Takes
37,true,How to Advocate for a Family Member Hospitalized with COVID-19
38,true,6 Ways to Be a More Considerate Shopper During COVID-19
39,true,Could We Be Stuck With Physical Distancing Until 2022?
40,true,Can You Develop COVID-19 Twice? Here’s What We Know
41,true,Paper Towels Better Than Air Dryers to Stop Virus Spread
42,true,Experimental Drugs May Help Keep COVID-19 Patients Off Ventilators
43,true,3 Simple Ways to Stay Active While You’re Stuck at Home
44,true,Rural America Could Be the Region Hardest Hit by the COVID-19 Outbreak
45,true,Gloves Won’t Reduce Your Risk of COVID-19 at the Grocery Store: Here’s What Will
46,true,As Many as 50 Percent of People with COVID-19 Aren’t Aware They Have the Virus
47,true,What California Has Done Right in Battling COVID-19
48,true,It’s Too Early to Know If Hydroxychloroquine Will Help Treat People with COVID-19
49,true,Can Clothes and Shoes Track COVID-19 into Your House? What to Know
50,true,How Sheltering in Place Could Be Throwing Your Skin Out of Balance
51,true,"Why a Virtual Visit to the Doctor May Be the Safest, Most Affordable Option"
52,true,Herbal Remedies and COVID-19: What to Know
53,true,"What Happens as More Police, Firefighters, and Paramedics Get Sick with COVID-19?"
54,true,Why COVID-19 is Hitting Men Harder Than Women
55,true,"HIV and COVID-19: Risks, Concerns, and the Best Way to Protect Yourself"
56,true,Has COVID-19 Peaked in the U.S.? Here’s What We Know
57,true,The Best Materials to Make a Homemade Face Mask
58,true,Here’s Exactly Where We Are With Vaccines and Treatments for COVID-19
59,true,Happy Hours: More People Drinking While Working from Home During COVID-19
60,true,Why the African American Community Is Being Hit Hard by COVID-19
61,true,"Foods with a Long Shelf Life: 9 to Buy, 6 to Avoid"
62,true,"‘False Negatives’ in COVID-19 Testing: If You Have Symptoms, Assume You Have the Disease"
63,true,How to Build Daily and Weekly Routines as Shelter-in-Place Drags On
64,true,Here’s What You Should Do If You Have a ‘Mild’ Case of COVID-19
65,true,"Sidewalk Chalk, Music, and Teddy Bears: How People Are Lifting Others’ Spirits During COVID-19"
66,true,CDC Says Some People Can Get Back to Work: Here’s What the Experts Think
67,true,"COVID-19 Is Creating Fear, Frustration With Soldiers, Sailors"
68,true,"How to Clean and Kill COVID-19, But Avoid Harsh Chemicals"
69,true,Why It’ll Still Take More Than a Year to Develop a COVID-19 Vaccine
70,true,What It’s Like to Have a ‘Mild’ Case of COVID-19
71,true,Don’t Rely on Supplements to Treat or Prevent COVID-19
72,true,COVID-19 Can Have Serious Effects on People with Mental Health Disorders
73,true,COVID-19 Poses a Higher Risk for People with Asthma: What You Can Do
74,true,How I Stopped Stressing and Embraced My Kid’s Distance Learning
75,true,COVID-19 Will Mutate — What That Means for a Vaccine
76,true,Why Face Masks Are Crucial Now in the Battle Against COVID-19
77,true,How a Pet Can Help You While You Shelter in Place
78,true,How Antibody Testing Can Help Us Fight COVID-19
79,true,How COVID-19 Could Affect Kids’ Long-Term Social Development
80,true,Caring for Someone with Alzheimer’s During the COVID-19 Outbreak: 5 Tips
81,true,From Pain Meds to Condoms: Other Medical Supply Shortages Under COVID-19
82,true,COVID-19 Could Become a Seasonal Illness: What We’ll Need to Do
83,true,How Even One Social Gathering Can Quickly Spread COVID-19
84,true,What Life Is Like on the Front Lines of the COVID-19 Outbreak
85,true,"What to Know About Diabetes, Blood Pressure Meds and COVID-19"
86,true,Here’s the Smartest and Safest Way to Grocery Shop During COVID-19
87,true,People Who Vape May Face Higher Health Risks with COVID-19
88,true,How Home Healthcare Workers Are Navigating the COVID-19 Outbreak
89,true,What It’s Like to Be Immunocompromised During the COVID-19 Outbreak
90,true,How to Clean Common Surfaces During the COVID-19 Outbreak
91,true,How to Keep Your Teeth Healthy During the COVID-19 Outbreak
92,true,Can COVID-19 Damage Your Heart? Here’s What We Know
93,true,Here’s How to Clean Your Groceries During the COVID-19 Outbreak
94,true,How South Korea Successfully Battled COVID-19 While the U.S. Didn’t
95,true,It’s Critical Parents Make Kids Follow Social Distancing Guidelines
96,true,Stress About COVID-19 Keeping You Awake? 6 Tips for Better Sleep
97,true,"Yes, COVID-19 Is on the Rise: Here’s Why Social Distancing Is Still Key"
98,true,Don’t Put Off Talking to Your Roommate About Social Distancing
99,true,"Not Sure You Have COVID-19? Here Are the Symptoms for Coronavirus, Flu, and Allergies"
100,true,There Isn’t Enough Medical Gear for Doctors and Nurses: What People Are Doing to Help
101,true,Don’t Let These 5 Myths About COVID-19 Interfere with Your Safety
102,true,What Does a Stay-at-Home Order Mean? 11 Questions Answered
103,true,"COVID-19 Timeline: What Outbreak Could Look Like in 3 Months, 6 Months, 1 Year"
104,true,Not Enough Tests: Doctors Starting to Limit Who Gets Tested for COVID-19
105,true,"Resist Using Pot, Alcohol to Ease Fears During COVID-19 Outbreak"
106,true,Here’s What Could Happen If Doctors Get COVID-19
107,true,5 Tips to Help You Talk to Your Older Parents About Social Distancing
108,true,What Experts Say You Can Do to Treat Yourself at Home If You Have a Mild Case of COVID-19
109,true,Experts Warning: Don’t Use Off-Label Medications for COVID-19 Treatment
110,true,Why You Need to Act Even If There Aren’t Any COVID-19 Cases in Your Town
111,true,"Washing Hands, Staying Home, and Flattening the Curve with COVID-19 Explained"
112,true,How the COVID-19 Outbreak Is Affecting Healthcare for People with Cancer
113,true,How People in Addiction Recovery Are Dealing with the Isolation of COVID-19
114,true,Does Your Blood Type Increase Your Risk for Coronavirus?
115,true,Here’s What We Know About Ibuprofen and COVID-19
116,true,Here Are 5 Ways Spring-Cleaning Can Make You Healthier
117,true,Nearly 40% of Those Hospitalized for COVID-19 Are Under 55
118,true,This Is What It Looks Like to Be #HighRiskCOVID19
119,true,Got Questions About Social Distancing? These Experts Have Answers
120,true,How to Talk to Your Kids About the COVID-19 Outbreak
121,true,People with Diabetes May Have Higher Risk for COVID-19: Here’s What to Do
122,true,"The Need Is Great, but Is It Safe to Donate Blood During the COVID-19 Outbreak?"
123,true,7 Tips to Keep Your Skin Healthy While Washing Your Hands Often
124,true,How Many People in the United States Actually Have COVID-19?
125,true,When and How to Clean Your Phone During the COVID-19 Outbreak
126,true,How a Chat App Can Help Relieve Loneliness During the COVID-19 Outbreak
127,true,"If You’re Pregnant, Here’s What to Know About the Coronavirus"
128,true,Being Mindful of Your Mental Health During the COVID-19 Outbreak
129,true,Why You Might Want to Think Twice Before Making Your Own Hand Sanitizer
130,true,What It’s Like to Be an ER Doctor During the Coronavirus Outbreak
131,true,Can Hospitals Handle a Surge of COVID-19 Cases?
132,true,Here’s What It’s Like to Live in the Quarantine Zone
133,true,How the Novel Coronavirus Spreads in Public Places and How to Protect Yourself
134,true,How to Exercise at Home If You’re Avoiding the Gym During the COVID-19 Outbreak
135,true,"There Is No Cure for COVID-19, No Matter What the Internet Says"
136,true,"No Music, No Sports: Why It’s Important to Cancel Public Events Amid COVID-19 Outbreak"
137,true,What Does It Mean to Declare a Pandemic?
138,true,Here’s How COVID-19 Compares to Past Outbreaks
139,true,Can We Learn Anything from the SARS Outbreak to Fight COVID-19?
140,true,What Is Going On with the Coronavirus Tests?
141,true,How the COVID-19 Outbreak in the U.S. May Unfold in the Coming Days
142,true,You Probably Touch Your Face 16 Times an Hour: Here’s How to Stop
143,true,What Is the Cost of Getting Tested and Treated for the Coronavirus?
144,true,Here’s What Older At-Risk People Should Know About the Coronavirus
145,true,Think You Have the Coronavirus? Here’s What to Do Next
146,true,"Ask an Expert: An Epidemiologist Answers Our Questions About the Coronavirus, Quarantines, and Face Masks"
147,true,What Medications to Get to Prep for a Coronavirus Infection
148,true,How to Prep for the Coronavirus at Home
149,true,Will the Coronavirus Outbreak Get Better This Summer? Maybe Not
150,true,Asking This One Question May Help Slow Down Coronavirus Outbreak
151,true,What to Know as Flu Season Nears Peak
152,true,How the U.S. Is Preparing for a Major Coronavirus Outbreak
153,true,When Will We Know If the Coronavirus Is a Global Pandemic?
154,true,How to Protect Yourself While Traveling During the Coronavirus Outbreak
155,true,Here’s What Happens to the Body After Contracting the Coronavirus
156,true,How Lack of Sick Leave in U.S. Can Make Outbreaks Like Coronavirus Worse
